DATASET_EXTERNALSHAPE
SEPARATOR TAB
DATASET_LABEL	Annotation
COLOR	#ff0000
FIELD_COLORS	rgb(180,83,156)	rgb(241,157,77)	rgb(9,119,158)	rgb(45,67,81)	rgb(204,111,169)	rgb(227,170,207)	rgb(204,105,131)	rgb(197,9,162)	rgb(161,242,126)	rgb(201,212,29)	rgb(8,212,230)	rgb(240,98,26)	rgb(37,156,60)	rgb(177,116,30)	rgb(84,50,175)	rgb(129,215,18)	rgb(215,125,225)	rgb(187,171,26)	rgb(87,32,51)	rgb(157,74,201)	rgb(124,181,203)	rgb(43,236,131)	rgb(145,115,192)	rgb(221,121,209)	rgb(62,142,1)	rgb(77,7,135)	rgb(177,143,179)	rgb(70,160,5)	rgb(176,248,80)	rgb(174,18,4)	rgb(213,107,152)	rgb(162,53,152)	rgb(73,126,42)	rgb(242,93,202)	rgb(12,104,83)
'Methanobrevibacter ruminantium'	50	50	50	50	50	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Ferroglobus placidus'	50	50	50	0	0	0	0	0	50	50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Methanocaldococcus'	50	50	50	50	50	50	0	0	50	50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Natrialba magadii'	50	50	50	50	0	0	50	50	50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Haloferax volcanii'	50	50	50	50	0	0	50	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Thermosphaera aggregans'	50	50	50	0	0	0	0	0	0	50	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Methanocaldococcus infernus'	50	50	50	50	50	50	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Staphylothermus hellenicus'	50	50	50	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Methanococcus voltae'	50	50	50	50	50	50	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Halalkalicoccus jeotgali'	50	50	0	50	0	0	50	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Acidilobus saccharovorans'	50	50	50	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Vulcanisaeta distributa'	50	50	50	0	0	0	50	0	0	50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Methanolacinia petrolearia'	50	50	0	50	0	50	50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Halogeometricum borinquense'	50	50	50	50	0	0	50	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Desulfurococcus mucosus'	50	50	50	0	0	0	0	0	0	50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Thermococcus barophilus'	50	50	50	50	0	50	50	50	50	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Vulcanisaeta moutnovskia'	50	50	50	0	0	50	50	0	0	50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Methanobacterium lacus'	50	50	0	50	0	50	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Archaeoglobus veneficus'	50	50	50	0	50	50	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Thermoproteus uzoniensis'	50	50	50	0	0	0	50	50	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Acidianus hospitalis'	50	50	50	0	0	50	0	50	0	50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Metallosphaera cuprina'	50	50	50	0	0	50	0	50	0	50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Pyrococcus'	50	50	50	50	50	0	50	50	50	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Halorhabdus tiamatea SARL4B'	50	50	50	50	0	0	50	0	50	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	50	0	0	0
'Pyrococcus yayanosii'	50	50	50	50	50	0	50	50	50	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Methanothermococcus okinawensis'	50	0	0	50	0	50	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Halopiger xanaduensis'	50	50	50	50	0	0	50	50	50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Sulfurisphaera tokodaii'	50	50	50	0	0	50	50	50	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Pyrolobus fumarii'	0	50	50	0	0	0	50	50	0	50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Thermococcus'	50	50	50	50	50	50	50	50	50	50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Haloarcula hispanica'	50	50	50	50	0	0	50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'halophilic archaeon DL31'	50	50	50	50	0	0	50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Thermoproteus tenax'	50	50	50	0	0	0	50	50	0	50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Pyrobaculum ferrireducens'	50	50	50	0	0	0	50	50	0	50	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Pyrobaculum oguniense'	50	50	50	0	0	0	50	50	0	50	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Methanocella conradii'	50	50	50	50	0	50	50	50	50	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Fervidicoccus fontis'	50	50	50	0	0	0	0	50	0	50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Haloferax mediterranei'	50	50	50	50	0	0	50	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Thermogladius calderae'	50	50	50	0	0	0	0	0	0	50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Desulfurococcus amylolyticus DSM 16532'	50	50	50	0	0	0	0	0	0	50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Natrinema'	50	50	0	50	0	0	50	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Candidatus Nitrosopumilus sediminis'	50	0	50	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Caldisphaera lagunensis'	50	50	50	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Natronobacterium gregoryi'	50	50	50	50	0	0	50	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Methanoregula formicica'	50	50	50	50	50	50	50	50	50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Aciduliprofundum'	50	50	0	0	50	50	50	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Halovivax ruber'	50	50	50	50	0	0	50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Natrinema pellirubrum'	50	50	50	50	0	0	50	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Natronococcus occultus SP4'	50	50	0	50	0	0	50	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Halobiforma lacisalsi AJ5'	50	50	50	50	0	0	50	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0
'Natronomonas moolapensis'	50	50	50	50	0	0	50	50	50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Thermoplasmatales archaeon'	50	50	0	0	0	50	50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Candidatus Methanomethylophilus alvus'	50	50	0	0	0	50	50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Archaeoglobus sulfaticallidus PM70-1'	50	50	50	0	50	0	0	50	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Archaeoglobus fulgidus'	0	50	50	0	50	50	0	50	50	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Pyrococcus horikoshii'	50	50	50	50	50	0	50	50	50	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Pyrococcus furiosus'	50	50	50	50	50	0	50	50	50	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Saccharolobus solfataricus'	50	50	50	0	0	50	50	50	0	50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Methanocella arvoryzae'	50	50	50	50	50	50	50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Haloquadratum walsbyi'	50	50	50	50	0	0	50	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Methanospirillum hungatei JF-1'	50	50	50	50	0	50	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Methanosphaera stadtmanae'	50	50	50	50	50	50	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Methanosarcina barkeri'	50	50	50	50	50	50	50	50	50	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Sulfolobus acidocaldarius'	50	50	50	0	0	50	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Methanocaldococcus jannaschii'	0	50	50	50	50	50	0	0	50	50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Thermococcus kodakarensis'	50	50	50	50	50	50	50	0	50	50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Haloarcula marismortui'	50	50	50	50	0	0	50	50	50	0	0	0	0	0	0	0	50	0	0	50	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0
'Picrophilus torridus'	50	50	0	0	0	50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Methanosarcina mazei'	50	50	50	50	50	50	50	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Pyrobaculum aerophilum'	50	50	50	0	0	0	50	50	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Thermoplasma volcanium'	50	50	0	0	0	50	50	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Thermoplasma acidophilum'	50	50	0	0	0	50	50	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Pyrococcus abyssi'	50	50	50	50	0	0	50	50	50	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Aeropyrum pernix'	50	50	0	0	0	0	50	50	0	50	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salinarchaeum	50	50	50	50	0	0	50	0	50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Methanobrevibacter'	50	50	50	0	50	50	50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Thermofilum adornatum'	50	50	50	0	0	0	50	0	0	50	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Aeropyrum camini SY1 = JCM 12091'	50	50	50	0	0	0	50	50	0	50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Halostagnicola larsenii XH-48'	50	50	50	50	0	0	50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Thermococcus nautili'	50	50	0	50	50	50	50	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Nitrososphaera viennensis EN76'	50	50	50	0	50	50	0	50	0	0	0	0	50	50	50	50	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'Methanobacterium formicicum'	50	50	50	0	50	50	0	0	50	0	0	0	0	50	50	50	50	50	50	50	50	50	50	50	50	50	0	0	0	0	0	0	0	0	0
'Thermococcus eurythermalis'	50	50	50	50	50	0	50	50	50	50	0	0	50	0	50	50	50	50	50	50	50	50	50	50	50	0	50	50	50	50	50	50	0	0	0
'Candidatus Methanoplasma termitum'	50	50	0	0	0	50	50	0	50	0	0	0	0	50	50	50	0	0	50	0	0	50	50	50	0	50	0	0	0	0	50	50	0	0	0
'Candidatus Nitrosopelagicus brevis'	50	50	0	0	0	50	50	0	50	0	0	0	0	50	50	50	0	0	0	0	0	0	50	0	0	0	50	0	0	0	0	50	0	0	0
'Haloarcula'	50	50	50	50	0	0	50	0	50	0	0	0	0	0	50	50	50	0	50	50	0	50	50	50	50	0	50	0	0	50	50	50	0	0	0
'archaeon GW2011_AR10'	50	50	0	0	0	0	0	0	50	0	0	0	0	0	50	50	0	0	0	0	0	50	50	50	0	0	0	0	0	0	0	0	0	0	0
'archaeon GW2011_AR20'	0	50	0	0	0	50	50	0	50	0	0	0	0	50	50	0	0	0	0	0	0	50	50	50	0	50	0	0	0	0	50	50	50	0	0
'Nitrosopumilus adriaticus'	50	50	50	0	0	50	0	0	50	0	0	0	0	50	50	50	50	0	0	0	0	0	50	0	0	0	50	0	0	0	0	0	0	0	0
'uncultured archaeon'	50	50	0	0	0	0	50	0	0	0	0	0	0	0	50	50	0	0	50	0	0	0	0	50	0	0	50	0	0	0	50	50	0	0	0
'Methanosarcina thermophila'	50	50	50	50	0	50	50	50	50	0	0	0	50	50	50	50	50	0	50	50	0	50	50	50	50	50	0	0	50	50	50	50	50	50	50
'Methanosarcina'	50	50	50	50	50	50	50	50	50	0	0	0	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	0	50	50	50	50	50	50	50
'Methanosarcina siciliae T4/M'	50	50	50	50	0	50	0	50	50	0	0	0	50	50	50	50	50	0	50	50	0	50	50	50	50	50	50	0	50	50	0	0	50	50	50
'Methanosarcina vacuolata Z-761'	50	50	50	50	50	50	0	50	50	0	0	0	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	0	50	50	0	0	50	50	50
'Methanosarcina lacustris Z-7289'	50	50	50	50	50	50	50	50	50	0	0	0	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	0	50	50	50	50	50	50	50
'Methanosarcina horonobensis HB-1 = JCM 15518'	50	50	50	50	0	50	50	50	50	0	0	0	50	50	50	50	50	0	50	50	0	50	50	50	50	50	50	0	50	50	50	50	50	50	50
'Methanococcoides methylutens MM1'	50	50	50	50	50	50	50	0	50	0	0	0	50	50	50	50	50	50	50	50	50	50	50	50	50	50	0	0	0	50	50	50	50	50	50
'Thermofilum uzonense'	50	50	50	0	0	0	50	0	0	50	0	0	0	0	50	50	50	50	0	0	0	0	0	0	0	0	50	50	0	0	0	50	0	0	0
'Geoglobus ahangari'	50	50	50	0	50	0	0	0	50	0	0	0	0	0	50	50	50	50	50	50	50	50	50	50	0	0	50	0	0	0	0	0	0	0	0
'Halanaeroarchaeum sulfurireducens'	50	50	50	50	0	0	50	0	50	0	0	0	0	0	50	50	50	0	50	50	0	50	50	50	50	0	0	0	0	50	50	50	0	0	0
'Haloferax gibbonsii'	50	50	50	50	0	0	50	50	50	0	0	0	50	0	50	50	50	0	50	50	0	50	50	50	50	0	0	0	50	50	50	50	0	0	0
'Candidatus Nitrosocosmicus oleophilus'	50	50	0	0	0	50	0	50	50	0	0	0	50	50	50	50	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0
'Pyrodictium delaneyi'	50	50	50	0	0	0	50	50	0	50	0	0	50	0	50	50	50	50	0	0	0	0	0	0	0	0	0	50	0	0	0	50	0	0	0
'Thermococcus thioreducens'	0	50	50	50	0	50	50	50	50	50	0	0	50	50	50	0	50	50	0	50	0	50	50	50	50	50	0	50	50	50	50	50	0	0	0
'Methanobrevibacter millerae'	50	50	50	50	0	50	50	0	50	0	0	0	50	50	50	50	50	0	50	50	0	50	50	50	50	50	50	0	0	50	0	50	0	0	0
